"IndexName","Date","P/E","P/B","Div Yield %"
"NIFTY REALTY","03 Jun 2025","48.87","5.68",".37"
"NIFTY REALTY","02 Jun 2025","47.7","5.62",".37"
"NIFTY REALTY","30 May 2025","46.62","5.49",".38"
"NIFTY REALTY","29 May 2025","46.94","5.53",".38"
"NIFTY REALTY","28 May 2025","46.41","5.46",".38"
"NIFTY REALTY","27 May 2025","46.48","5.47",".38"
"NIFTY REALTY","26 May 2025","46.36","5.46",".38"
"NIFTY REALTY","23 May 2025","46.01","5.42",".38"
"NIFTY REALTY","22 May 2025","45.89","5.4",".38"
"NIFTY REALTY","21 May 2025","46.98","5.43",".39"
"NIFTY REALTY","20 May 2025","46.19","5.33",".4"
"NIFTY REALTY","19 May 2025","46.71","5.4",".4"
"NIFTY REALTY","16 May 2025","45.67","5.28",".4"
"NIFTY REALTY","15 May 2025","45.14","5.19",".41"
"NIFTY REALTY","14 May 2025","43.38","5.09",".42"
"NIFTY REALTY","13 May 2025","42.66","5.01",".43"
"NIFTY REALTY","12 May 2025","42.97","5.04",".42"
"NIFTY REALTY","09 May 2025","40.56","4.76",".45"
"NIFTY REALTY","08 May 2025","41.55","4.88",".44"
"NIFTY REALTY","07 May 2025","42.6","5",".43"
"NIFTY REALTY","06 May 2025","42.13","4.95",".43"
"NIFTY REALTY","05 May 2025","43.26","5.13",".42"
"NIFTY REALTY","02 May 2025","42.78","5.1",".41"
"NIFTY REALTY","30 Apr 2025","42.99","5.12",".41"
"NIFTY REALTY","29 Apr 2025","41.25","5.03",".41"
"NIFTY REALTY","28 Apr 2025","41.94","5.04",".41"
"NIFTY REALTY","25 Apr 2025","41.35","4.97",".42"
"NIFTY REALTY","24 Apr 2025","42.55","5.11",".41"
"NIFTY REALTY","23 Apr 2025","43.15","5.18",".4"
"NIFTY REALTY","22 Apr 2025","42.7","5.12",".41"
"NIFTY REALTY","21 Apr 2025","41.7","5",".42"
"NIFTY REALTY","17 Apr 2025","40.78","4.89",".43"
"NIFTY REALTY","16 Apr 2025","40.57","4.86",".43"
"NIFTY REALTY","15 Apr 2025","40.28","4.83",".43"
"NIFTY REALTY","11 Apr 2025","38.13","4.57",".46"
"NIFTY REALTY","09 Apr 2025","37.65","4.51",".46"
"NIFTY REALTY","08 Apr 2025","38.38","4.6",".45"
"NIFTY REALTY","07 Apr 2025","37.45","4.49",".46"
"NIFTY REALTY","04 Apr 2025","39.71","4.76",".44"
"NIFTY REALTY","03 Apr 2025","41.2","4.94",".42"
"NIFTY REALTY","02 Apr 2025","41.24","4.94",".42"
"NIFTY REALTY","01 Apr 2025","39.8","4.77",".44"
"NIFTY REALTY","28 Mar 2025","41.08","4.92",".42"
"NIFTY REALTY","27 Mar 2025","41.86","4.95",".43"
"NIFTY REALTY","26 Mar 2025","41.3","4.88",".44"
"NIFTY REALTY","25 Mar 2025","41.84","4.95",".43"
"NIFTY REALTY","24 Mar 2025","42.46","5.02",".42"
"NIFTY REALTY","21 Mar 2025","41.82","4.94",".43"
"NIFTY REALTY","20 Mar 2025","41.41","4.9",".44"
"NIFTY REALTY","19 Mar 2025","40.98","4.84",".44"
"NIFTY REALTY","18 Mar 2025","39.86","4.71",".45"
"NIFTY REALTY","17 Mar 2025","38.64","4.57",".47"
"NIFTY REALTY","13 Mar 2025","38.78","4.59",".46"
"NIFTY REALTY","12 Mar 2025","39.51","4.67",".46"
"NIFTY REALTY","11 Mar 2025","40.17","4.75",".45"
"NIFTY REALTY","10 Mar 2025","38.76","4.58",".47"
"NIFTY REALTY","07 Mar 2025","39.57","4.68",".46"
"NIFTY REALTY","06 Mar 2025","40.04","4.73",".45"
"NIFTY REALTY","05 Mar 2025","40.11","4.74",".45"
"NIFTY REALTY","04 Mar 2025","39.2","4.63",".46"
"NIFTY REALTY","03 Mar 2025","39.16","4.63",".46"
"NIFTY REALTY","28 Feb 2025","38.68","4.57",".47"
"NIFTY REALTY","27 Feb 2025","39.13","4.62",".46"
"NIFTY REALTY","25 Feb 2025","39.96","4.72",".45"
"NIFTY REALTY","24 Feb 2025","40.5","4.79",".45"
"NIFTY REALTY","21 Feb 2025","40.83","4.82",".44"
"NIFTY REALTY","20 Feb 2025","41.36","4.89",".44"
"NIFTY REALTY","19 Feb 2025","40.9","4.83",".44"
"NIFTY REALTY","18 Feb 2025","40.23","4.75",".45"
"NIFTY REALTY","17 Feb 2025","40.2","4.75",".45"
"NIFTY REALTY","14 Feb 2025","40.2","4.75",".45"
"NIFTY REALTY","13 Feb 2025","40.91","4.83",".44"
"NIFTY REALTY","12 Feb 2025","40.58","4.8",".45"
"NIFTY REALTY","11 Feb 2025","41.72","4.93",".44"
"NIFTY REALTY","10 Feb 2025","43.04","5.09",".42"
"NIFTY REALTY","07 Feb 2025","44.39","5.24",".41"
"NIFTY REALTY","06 Feb 2025","44.35","5.24",".41"
"NIFTY REALTY","05 Feb 2025","45.78","5.35",".4"
"NIFTY REALTY","04 Feb 2025","46.64","5.46",".39"
"NIFTY REALTY","03 Feb 2025","46.39","5.43",".4"
"NIFTY REALTY","01 Feb 2025","46.19","5.44",".4"
"NIFTY REALTY","31 Jan 2025","44.26","5.26",".42"
"NIFTY REALTY","30 Jan 2025","43.81","5.16",".43"
"NIFTY REALTY","29 Jan 2025","43.04","5.07",".43"
"NIFTY REALTY","28 Jan 2025","41.82","4.93",".45"
"NIFTY REALTY","27 Jan 2025","42.91","4.83",".46"
"NIFTY REALTY","24 Jan 2025","43.36","4.88",".45"
"NIFTY REALTY","23 Jan 2025","44.38","4.99",".43"
"NIFTY REALTY","22 Jan 2025","43.95","4.94",".43"
"NIFTY REALTY","21 Jan 2025","46.87","5.18",".41"
"NIFTY REALTY","20 Jan 2025","48.89","5.4",".4"
"NIFTY REALTY","17 Jan 2025","48.57","5.37",".4"
"NIFTY REALTY","16 Jan 2025","47.94","5.3",".41"
"NIFTY REALTY","15 Jan 2025","47.62","5.26",".41"
"NIFTY REALTY","14 Jan 2025","46.97","5.19",".41"
"NIFTY REALTY","13 Jan 2025","46.6","5.15",".42"
"NIFTY REALTY","10 Jan 2025","49.82","5.5",".39"
"NIFTY REALTY","09 Jan 2025","51.23","5.66",".38"
"NIFTY REALTY","08 Jan 2025","52.67","5.82",".37"
"NIFTY REALTY","07 Jan 2025","52.75","5.83",".37"
"NIFTY REALTY","06 Jan 2025","52.34","5.78",".37"
"NIFTY REALTY","03 Jan 2025","54.05","5.97",".36"
"NIFTY REALTY","02 Jan 2025","54.39","6.01",".36"
"NIFTY REALTY","01 Jan 2025","53.82","5.95",".36"
